Row ID,Order ID,Order Date,Order Priority,Order Quantity,Target Profit,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
4770,33893,20-Sep-12,Not Specified,6,-4.03,232.21,0,Regular Air,-14.03,35.89,14.72,Sarah Jordon,Oregon,West,Consumer,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box,0.4,22-Sep-12
4771,33893,20-Sep-12,Not Specified,16,-2.14,88.3,0.09,Regular Air,-12.14,5.85,2.27,Sarah Jordon,Oregon,West,Consumer,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,21-Sep-12
4862,34599,3-Mar-10,Low,26,17.17,191.55,0.08,Regular Air,7.17,7.7,3.68,John Castell,Oregon,West,Small Business,Furniture,Office Furnishings,Deflect-O® Glasstique  Clear Desk Accessories,Wrap Bag,0.52,7-Mar-10
4863,34599,3-Mar-10,Low,29,32.21,938.86,0.05,Regular Air,22.21,30.98,17.08,John Castell,Oregon,West,Small Business,Office Supplies,Paper,Xerox 197,Small Box,0.4,7-Mar-10
4879,34721,1-Nov-10,Not Specified,46,-0.21,503.17,0.01,Regular Air,-10.21,10.23,4.68,Bart Watters,Oregon,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack,0.59,2-Nov-10
4889,34787,28-Feb-10,Low,14,24.61,453.99,0.05,Regular Air,14.61,30.98,8.99,Sean Wendt,Oregon,West,Corporate,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,0.58,2-Mar-10
4891,34791,7-May-11,Medium,37,43.81,284.58,0.03,Regular Air,33.81,7.59,4,Mary O'Rourke,Oregon,West,Home Office,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,9-May-11
4892,34791,7-May-11,Medium,9,281.5,1010.26,0.01,Regular Air,271.5,104.85,19.99,Mary O'Rourke,Oregon,West,Home Office,Office Supplies,Paper,Multicolor Computer Printout Paper,Small Box,0.37,7-May-11
4895,34822,10-Jul-12,Not Specified,23,333.73,990.5,0.04,Regular Air,323.73,43.98,1.99,Nathan Cano,Oregon,West,Consumer,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.44,11-Jul-12
4900,34853,29-Sep-11,Critical,49,-64.51,651.9,0.16,Regular Air,-74.51,13.73,6.85,Matt Abelman,Oregon,West,Small Business,Furniture,Office Furnishings,DAX Wood Document Frame.,Wrap Bag,0.54,2-Oct-11
4991,35522,25-Oct-10,Low,27,241.46,2575.01,0.09,Regular Air,231.46,99.99,19.99,Michael Granlund,Oregon,West,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,1-Nov-10
5062,36099,17-Sep-10,Low,32,15.72,85.49,0.08,Regular Air,5.72,2.88,0.7,Neil Ducich,Oregon,West,Home Office,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,22-Sep-10
5063,36099,17-Sep-10,Low,15,-493.8,926.3,0.09,Regular Air,-503.8,64.65,35,Neil Ducich,Oregon,West,Home Office,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,22-Sep-10
5106,36359,23-Nov-11,High,2,-19.6,68.66,0.06,Regular Air,-29.6,30.98,5.76,Ken Heidel,Oregon,West,Corporate,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11 , Case",Small Box,0.4,24-Nov-11
5193,36901,13-Sep-12,Critical,30,-46.22,201.09,0.08,Regular Air,-56.22,6.68,5.66,Dana Kaydos,Oregon,West,Corporate,Office Supplies,Paper,Xerox 1923,Small Box,0.37,14-Sep-12
5256,37412,3-Aug-12,High,17,16.02,191.67,0.03,Regular Air,6.02,10.98,3.37,Steve Carroll,Oregon,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,5-Aug-12
5437,38625,17-Nov-10,Not Specified,28,346.47,2752,0.06,Express Air,336.47,99.99,19.99,Chad Sievert,Oregon,West,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,19-Nov-10
5438,38625,17-Nov-10,Not Specified,12,15.03,72.82,0.02,Regular Air,5.03,5.98,2.5,Chad Sievert,Oregon,West,Corporate,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box,0.36,19-Nov-10
5443,38656,10-Aug-12,Low,13,35.16,64.46,0.01,Regular Air,25.16,4.91,0.5,John Castell,Oregon,West,Consumer,Office Supplies,Labels,Avery 478,Small Box,0.36,10-Aug-12
5458,38784,3-Feb-11,Medium,50,147.67,298.12,0.09,Regular Air,137.67,6.3,0.5,Mark Cousins,Oregon,West,Home Office,Office Supplies,Labels,Avery 51,Small Box,0.39,5-Feb-11
5471,38882,14-Dec-09,Critical,37,-1789.35,4411.5,0.1,Delivery Truck,-1799.35,122.99,70.2,Hunter Lopez,Oregon,West,Consumer,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,15-Dec-09
5579,39527,17-Apr-11,Low,29,73.78,213.35,0.01,Regular Air,63.78,6.88,2,Nathan Mautz,Oregon,West,Corporate,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16' x 11'",Wrap Bag,0.39,26-Apr-11
5627,39845,6-Sep-09,Critical,44,51.3,447.42,0.05,Regular Air,41.3,9.99,4.78,Shaun Weien,Oregon,West,Home Office,Office Supplies,Paper,Xerox 1896,Small Box,0.4,7-Sep-09
5637,39877,16-Aug-12,Critical,41,18.06,90.88,0.04,Regular Air,8.06,2.18,0.78,Nathan Mautz,Oregon,West,Home Office,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,18-Aug-12
5695,40259,12-Oct-10,Medium,4,-10.9,29.05,0.08,Express Air,-20.9,4.98,4.32,Theone Pippenger,Oregon,West,Corporate,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Small Pack,0.64,13-Oct-10
5814,41217,13-Jul-11,High,23,585.38,1314.64,0.03,Express Air,575.38,55.48,6.79,Nathan Cano,Oregon,West,Consumer,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,0.37,15-Jul-11
5876,41671,3-Dec-12,Critical,49,87.48,638.91,0.02,Regular Air,77.48,12.98,3.14,Bart Watters,Oregon,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® 8  Straight Scissors,Small Pack,0.6,5-Dec-12
5915,41927,13-Jul-12,Not Specified,46,1095.93,2332.23,0.02,Express Air,1085.93,48.04,7.23,Matt Abelman,Oregon,West,Home Office,Office Supplies,Paper,Xerox 1885,Small Box,0.37,16-Jul-12
5919,41988,4-Feb-09,Low,33,761.58,4610.35,0.08,Delivery Truck,751.58,145.45,17.85,Matt Abelman,Oregon,West,Home Office,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,4-Feb-09
5920,41988,4-Feb-09,Low,18,-147.56,610.07,0.07,Delivery Truck,-157.56,33.94,19.19,Matt Abelman,Oregon,West,Home Office,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,0.58,8-Feb-09
5921,41988,4-Feb-09,Low,14,-19.54,181.49,0.1,Regular Air,-29.54,13.43,5.5,Matt Abelman,Oregon,West,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,8-Feb-09
6026,42692,20-Dec-11,Medium,41,-158.67,248.86,0.08,Regular Air,-168.67,5.98,7.5,Scott Williamson,Oregon,West,Small Business,Office Supplies,Paper,Xerox 1920,Small Box,0.4,22-Dec-11
6027,42692,20-Dec-11,Medium,42,-192.31,278.01,0.03,Regular Air,-202.31,6.48,8.73,Scott Williamson,Oregon,West,Small Business,Office Supplies,Paper,Xerox 227,Small Box,0.37,21-Dec-11
6216,44007,30-May-11,Medium,50,52.45,281.81,0.07,Regular Air,42.45,5.98,0.96,Nathan Cano,Oregon,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 315,Wrap Bag,0.6,30-May-11
6279,44450,9-Oct-10,Critical,14,45.33,243.23,0.07,Regular Air,35.33,17.48,1.99,Sean Wendt,Oregon,West,Corporate,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45,10-Oct-10
6280,44450,9-Oct-10,Critical,24,68.17,1326.51,0.03,Regular Air,58.17,65.99,8.99,Sean Wendt,Oregon,West,Corporate,Technology,Telephones and Communication,StarTAC Analog,Small Box,0.6,9-Oct-10
6302,44610,10-Mar-11,High,31,64.21,127.9,0.07,Regular Air,54.21,4.13,0.5,Hunter Lopez,Oregon,West,Consumer,Office Supplies,Labels,Avery 506,Small Box,0.39,10-Mar-11
6350,44999,22-Jan-10,Medium,17,-60.31,110.74,0.09,Regular Air,-70.31,6.48,7.49,Mike Kennedy,Oregon,West,Small Business,Office Supplies,Paper,Xerox 220,Small Box,0.37,23-Jan-10
6351,45025,11-Apr-11,High,26,12.01,73.82,0.08,Regular Air,2.01,2.88,1.49,Mike Kennedy,Illinois,Central,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box,0.36,14-Apr-11
6374,45248,16-Apr-11,Medium,38,-126.55,154.85,0.05,Regular Air,-136.55,3.95,5.13,Mark Cousins,Illinois,Central,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard  & Commercial Ltweight Upright Vacs, 2/Pk",Small Box,0.59,18-Apr-11
6375,45248,16-Apr-11,Medium,32,714.89,4941.77,0.1,Regular Air,704.89,195.99,8.99,Mark Cousins,Illinois,Central,Corporate,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,18-Apr-11
6376,45249,27-Nov-10,Low,24,-117,1155.58,0.04,Regular Air,-127,55.99,5,Roland Black,Illinois,Central,Small Business,Technology,Telephones and Communication,Accessory6,Small Pack,0.8,2-Dec-10
6411,45570,9-Aug-10,Critical,19,-57.49,77.57,0,Regular Air,-67.49,3.58,5.47,Bart Watters,Illinois,Central,Corporate,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,0.37,10-Aug-10
6434,45731,10-Aug-09,Critical,44,-159.23,12689.87,0.04,Delivery Truck,-169.23,296.18,154.12,Matt Abelman,Illinois,Central,Consumer,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,11-Aug-09
6517,46375,26-Aug-10,Medium,24,399.07,905.32,0.02,Regular Air,389.07,35.44,5.09,Parhena Norris,Illinois,Central,Home Office,Office Supplies,Paper,Xerox 1932,Small Box,0.38,28-Aug-10
6518,46375,26-Aug-10,Medium,16,172.11,1702.5,0.08,Regular Air,162.11,125.99,5.26,Parhena Norris,Illinois,Central,Home Office,Technology,Telephones and Communication,232,Small Box,0.55,27-Aug-10
6588,46885,7-Jun-11,Low,27,175.35,632.55,0.05,Regular Air,165.35,22.72,8.99,Mike Kennedy,Illinois,Central,Corporate,Furniture,Office Furnishings,Executive Impressions 14  Two-Color Numerals Wall Clock,Small Pack,0.44,11-Jun-11
6589,46885,7-Jun-11,Low,48,-20.11,90.96,0.02,Regular Air,-30.11,1.81,1.56,Mike Kennedy,Illinois,Central,Corporate,Office Supplies,Rubber Bands,Colored Push Pins,Wrap Bag,0.49,11-Jun-11
6590,46885,7-Jun-11,Low,32,730.45,1997.13,0.05,Regular Air,720.45,63.94,14.48,Mike Kennedy,Illinois,Central,Corporate,Furniture,Office Furnishings,Howard Miller 16  Diameter Gallery Wall Clock,Small Box,0.46,12-Jun-11
6596,46948,20-May-10,Low,10,-18.97,64.13,0.1,Regular Air,-28.97,6.54,5.27,Mike Kennedy,Illinois,Central,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box,0.36,24-May-10
6644,47267,29-Dec-10,Medium,24,77.01,492.71,0.02,Regular Air,67.01,19.98,8.68,Theone Pippenger,Illinois,Central,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,30-Dec-10
6645,47267,29-Dec-10,Medium,14,-921.25,1042.06,0.04,Delivery Truck,-931.25,70.89,89.3,Theone Pippenger,Illinois,Central,Corporate,Furniture,Tables,KI Conference Tables,Jumbo Box,0.69,30-Dec-10
6656,47333,7-Sep-11,Critical,16,39.8,760.25,0.04,Regular Air,29.8,55.99,3.3,Sally Matthias,Illinois,Central,Home Office,Technology,Telephones and Communication,Accessory24,Small Pack,0.59,7-Sep-11
6762,48167,6-Sep-09,Critical,43,-2126.66,5041.46,0.06,Delivery Truck,-2136.66,122.99,70.2,Dana Kaydos,Illinois,Central,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,9-Sep-09
6763,48167,6-Sep-09,Critical,45,-227.47,282.98,0.06,Regular Air,-237.47,6.48,8.88,Dana Kaydos,Illinois,Central,Corporate,Office Supplies,Paper,Xerox 224,Small Box,0.37,7-Sep-09
6764,48167,6-Sep-09,Critical,27,-2936.05,8817.71,0.09,Delivery Truck,-2946.05,349.45,60,Dana Kaydos,Illinois,Central,Corporate,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,,7-Sep-09
6774,48230,25-Feb-09,Not Specified,39,397.2,1140.26,0.04,Express Air,387.2,29.18,8.55,Dana Kaydos,Illinois,Central,Corporate,Furniture,Office Furnishings,"Deflect-o SuperTray  Unbreakable Stackable Tray, Letter, Black",Small Box,0.42,27-Feb-09
6775,48230,25-Feb-09,Not Specified,31,-674.78,2645.8,0,Regular Air,-684.78,80.98,35,Dana Kaydos,Illinois,Central,Corporate,Office Supplies,Storage & Organization,Carina 42 Hx23 3/4 W Media Storage Unit,Large Box,0.83,27-Feb-09
6806,48480,2-Jan-10,Critical,32,-512.59,11103.75,0.1,Delivery Truck,-522.59,370.98,99,Sean Wendt,Illinois,Central,Corporate,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,5-Jan-10
6825,48614,31-May-12,Critical,46,2321.96,7965.9,0.01,Regular Air,2311.96,195.99,8.99,Nathan Mautz,Illinois,Central,Corporate,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,31-May-12
6844,48772,12-May-09,Medium,44,1001.26,3202.25,0.09,Regular Air,991.26,78.69,19.99,Aaron Smayling,Illinois,Central,Small Business,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS   Wall Clock,Small Box,0.43,14-May-09
6845,48772,12-May-09,Medium,11,-34.54,81.25,0.01,Regular Air,-44.54,6.48,7.86,Aaron Smayling,Illinois,Central,Small Business,Office Supplies,Paper,Xerox 213,Small Box,0.37,13-May-09
6846,48772,12-May-09,Medium,18,-14.03,57.17,0.08,Regular Air,-24.03,3.28,2.31,Aaron Smayling,Illinois,Central,Small Business,Office Supplies,Pens & Art Supplies,Newell 321,Wrap Bag,0.56,13-May-09
6847,48772,12-May-09,Medium,12,-27.03,41.97,0.05,Regular Air,-37.03,3.28,4.2,Aaron Smayling,Illinois,Central,Small Business,Office Supplies,Pens & Art Supplies,Newell 351,Wrap Bag,0.56,13-May-09
6848,48772,12-May-09,Medium,10,9.29,35.64,0.05,Regular Air,-0.71,3.58,1.63,Aaron Smayling,Illinois,Central,Small Business,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes",Wrap Bag,0.36,13-May-09
6852,48800,22-Oct-10,Not Specified,8,295.11,28761.52,0.04,Regular Air,285.11,3499.99,24.49,Parhena Norris,Illinois,Central,Home Office,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box,0.37,23-Oct-10
6867,48931,17-Jun-09,Low,33,130.05,750.66,0,Regular Air,120.05,20.95,4,Charles Sheldon,Illinois,Central,Corporate,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.6,24-Jun-09
6868,48931,17-Jun-09,Low,8,-107.39,254.32,0.01,Regular Air,-117.39,30.98,6.5,Charles Sheldon,Illinois,Central,Corporate,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.79,19-Jun-09
6869,48931,17-Jun-09,Low,42,227.87,2149.37,0.03,Regular Air,217.87,51.75,19.99,Charles Sheldon,Illinois,Central,Corporate,Furniture,Office Furnishings,Howard Miller 13-3/4  Diameter Brushed Chrome Round Wall Clock,Small Box,0.55,22-Jun-09
6892,49126,10-Jul-11,Low,33,1065.47,5661.08,0,Delivery Truck,1055.47,160.98,30,Mark Cousins,Illinois,Central,Corporate,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,17-Jul-11
6908,49283,11-Dec-09,High,25,41.74,334.71,0.01,Regular Air,31.74,12.28,6.47,Shaun Weien,Illinois,Central,Home Office,Office Supplies,Paper,Xerox 1881,Small Box,0.38,12-Dec-09
6927,49441,27-Sep-09,Medium,49,110.8,1981.26,0.07,Express Air,100.8,41.32,8.66,Mary O'Rourke,Illinois,Central,Home Office,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box,0.76,28-Sep-09
6944,49601,26-Jan-11,Low,15,-91.19,1756.46,0.01,Delivery Truck,-101.19,113.98,30,Mark Cousins,Illinois,Central,Home Office,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum,0.69,2-Feb-11
6960,49763,13-Feb-11,Critical,8,19.29,49.04,0.02,Regular Air,9.29,5.68,1.39,Brad Norvell,Illinois,Central,Corporate,Office Supplies,Envelopes,Staples Standard Envelopes,Small Box,0.38,14-Feb-11
6961,49763,13-Feb-11,Critical,6,-227.62,2320.35,0,Delivery Truck,-237.62,348.21,84.84,Brad Norvell,Illinois,Central,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.66,13-Feb-11
6988,49927,20-Jul-12,Not Specified,26,-44.08,139.54,0.01,Regular Air,-54.08,4.98,4.95,Parhena Norris,Illinois,Central,Home Office,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Box,0.37,20-Jul-12
6989,49927,20-Jul-12,Not Specified,28,23.44,199.52,0.08,Regular Air,13.44,7.59,4,Parhena Norris,Illinois,Central,Home Office,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,22-Jul-12
6990,49927,20-Jul-12,Not Specified,39,16.67,85.66,0.04,Regular Air,6.67,2.18,0.78,Parhena Norris,Illinois,Central,Home Office,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,21-Jul-12
7009,50048,18-Jan-10,High,14,0.81,35.48,0.09,Regular Air,-9.19,2.58,1.3,Chad Sievert,Illinois,Central,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole® Pencils,Wrap Bag,0.59,20-Jan-10
7010,50048,18-Jan-10,High,1,-1.02,15,0.05,Regular Air,-11.02,6.84,8.37,Chad Sievert,Illinois,Central,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8  Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8  Cut",Small Pack,0.58,20-Jan-10
7075,50499,12-Oct-11,Not Specified,18,248.52,1758.41,0.06,Delivery Truck,238.52,100.98,15.66,Brian Derr,Illinois,Central,Small Business,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum,0.57,13-Oct-11
7152,51041,29-Jul-10,High,47,856.95,2766.82,0.03,Regular Air,846.95,65.99,5.92,Neil Ducich,Illinois,Central,Home Office,Technology,Telephones and Communication,252,Small Box,0.55,30-Jul-10
7194,51328,26-Oct-10,Low,38,61.47,689.67,0.07,Regular Air,51.47,18.7,8.99,Sarah Jordon,Illinois,Central,Consumer,Furniture,Office Furnishings,Executive Impressions 13-1/2  Indoor/Outdoor Wall Clock,Small Pack,0.47,31-Oct-10
7195,51333,4-Oct-12,Not Specified,30,0.55,2219.79,0.1,Delivery Truck,-9.45,80.97,33.6,Theone Pippenger,Illinois,Central,Corporate,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,6-Oct-12
7196,51333,4-Oct-12,Not Specified,25,-107.86,237.36,0.07,Regular Air,-117.86,9.06,9.86,Theone Pippenger,Illinois,Central,Corporate,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box,0.4,6-Oct-12
7201,51365,7-Aug-12,High,35,-62.46,195.23,0.08,Regular Air,-72.46,5.89,5.57,Theone Pippenger,Illinois,Central,Corporate,Furniture,Office Furnishings,Eldon Wave Desk Accessories,Small Box,0.41,9-Aug-12
7202,51365,7-Aug-12,High,35,-674.07,4051.8,0.1,Delivery Truck,-684.07,124.49,51.94,Theone Pippenger,Illinois,Central,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,8-Aug-12
7253,51777,19-Feb-11,Medium,4,204.32,3465.97,0.08,Regular Air,194.32,896.99,19.99,Mike Kennedy,Illinois,Central,Small Business,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Small Box,0.38,20-Feb-11
7254,51777,19-Feb-11,Medium,13,216.86,1307.88,0.06,Regular Air,206.86,100.97,7.18,Mike Kennedy,Illinois,Central,Small Business,Technology,Computer Peripherals,Gyration Ultra Cordless Optical Suite,Small Box,0.46,21-Feb-11
7263,51814,24-Sep-10,Critical,13,0.72,104.51,0.04,Regular Air,-9.28,7.84,4.71,Michael Granlund,Illinois,Central,Home Office,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue  Slant-D® Ring Binders by Cardinal,Small Box,0.35,26-Sep-10
7290,51975,18-Dec-09,Low,12,-171.01,1064.79,0.1,Regular Air,-181.01,115.99,2.5,Michael Granlund,Illinois,Central,Home Office,Technology,Telephones and Communication,DPC 650 Piper,Small Box,0.58,22-Dec-09
7328,52225,12-Apr-12,Critical,10,20.94,131.09,0.01,Regular Air,10.94,12.22,2.85,Dana Kaydos,Illinois,Central,Corporate,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,13-Apr-12
7329,52225,12-Apr-12,Critical,33,710.31,1817.9,0.06,Regular Air,700.31,54.96,10.75,Dana Kaydos,Illinois,Central,Corporate,Office Supplies,Paper,Xerox 1940,Small Box,0.36,13-Apr-12
7366,52487,1-Jun-09,Critical,17,25.74,124.06,0.09,Regular Air,15.74,7.78,2.5,Nathan Mautz,Illinois,Central,Corporate,Office Supplies,Envelopes,Staples #10 Colored Envelopes,Small Box,0.38,2-Jun-09
7410,52868,16-Feb-11,Low,19,-90.49,138.05,0.09,Regular Air,-100.49,7.37,5.53,Ken Heidel,Illinois,Central,Corporate,Technology,Computer Peripherals,"Imation 3.5  Unformatted DS/HD Diskettes, 10/Box",Small Pack,0.69,18-Feb-11
7459,53221,26-Feb-12,Not Specified,29,157.46,433.44,0.1,Regular Air,147.46,15.68,3.73,Art Ferguson,Illinois,Central,Corporate,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,27-Feb-12
7509,53600,10-Jul-12,Medium,8,-7.95,55.59,0.03,Express Air,-17.95,5.18,5.74,Roland Black,Illinois,Central,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,11-Jul-12
7515,53667,17-May-12,Medium,33,-149.74,112.36,0.08,Regular Air,-159.74,3.36,6.27,Steve Carroll,Illinois,Central,Consumer,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4,19-May-12
7516,53667,17-May-12,Medium,16,56.51,481.05,0.09,Regular Air,46.51,35.99,1.1,Steve Carroll,Illinois,Central,Consumer,Technology,Telephones and Communication,Accessory35,Small Box,0.55,19-May-12
7535,53891,22-Jan-09,High,36,-7.45,562.8,0.02,Regular Air,-17.45,15.22,9.73,Nathan Mautz,Illinois,Central,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Twin Loop  Wire Binding Elements, 9/16  Spine, Black",Small Box,0.36,22-Jan-09
7545,53955,4-Mar-11,Critical,43,-3394.24,5544.99,0.04,Delivery Truck,-3404.24,130.98,130,Matt Abelman,Illinois,Central,Home Office,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,6-Mar-11
7569,54150,22-Jun-11,Critical,12,-43.69,2011.64,0.01,Express Air,-53.69,195.99,3.99,Bart Watters,Illinois,Central,Corporate,Technology,Telephones and Communication,CF 888,Small Box,0.59,22-Jun-11
7742,55429,29-Jun-09,High,43,-147.76,260.59,0.09,Regular Air,-157.76,6.48,7.03,Nathan Cano,Illinois,Central,Consumer,Office Supplies,Paper,Xerox 214,Small Box,0.37,1-Jul-09
7751,55462,27-Mar-12,Medium,13,8.16,75.27,0.06,Regular Air,-1.84,5.58,2.99,Shaun Weien,Illinois,Central,Home Office,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD   Binder With Locking Rings,Small Box,0.37,29-Mar-12
7752,55462,27-Mar-12,Medium,31,-16.49,1184.53,0.05,Regular Air,-26.49,39.98,7.12,Shaun Weien,Illinois,Central,Home Office,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Small Box,0.67,28-Mar-12
7753,55462,27-Mar-12,Medium,35,718.76,3683.73,0.09,Regular Air,708.76,125.99,8.99,Shaun Weien,Illinois,Central,Home Office,Technology,Telephones and Communication,M70,Small Box,0.59,28-Mar-12
7793,55749,3-May-12,Critical,42,159.45,364.8,0.01,Regular Air,149.45,8.74,1.39,Brad Norvell,Illinois,Central,Corporate,Office Supplies,Envelopes,#10- 4 1/8  x 9 1/2  Recycled Envelopes,Small Box,0.38,4-May-12
7809,55873,19-Nov-11,Low,48,4885.89,15602.93,0,Delivery Truck,4875.89,306.14,26.53,Bart Watters,Illinois,Central,Corporate,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56,26-Nov-11
7852,56135,13-Nov-10,Medium,8,-310.3,1118.82,0.04,Delivery Truck,-320.3,140.98,36.09,Theone Pippenger,Illinois,Central,Corporate,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,15-Nov-10
7853,56135,13-Nov-10,Medium,48,-31.32,79.75,0.1,Regular Air,-41.32,1.81,1.56,Theone Pippenger,Illinois,Central,Corporate,Office Supplies,Rubber Bands,Colored Push Pins,Wrap Bag,0.49,14-Nov-10
7934,56708,2-Dec-12,Not Specified,36,-750.98,10006.28,0.1,Delivery Truck,-760.98,286.85,61.76,Art Ferguson,Illinois,Central,Corporate,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Jumbo Box,0.78,2-Dec-12
7935,56708,2-Dec-12,Not Specified,36,-2.82,407.17,0.04,Regular Air,-12.82,11.58,6.97,Art Ferguson,Illinois,Central,Corporate,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,5-Dec-12
8120,57986,29-Oct-10,High,14,-95.33,199.93,0.1,Regular Air,-105.33,14.81,13.32,Dennis Bolton,Illinois,Central,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box,0.43,29-Oct-10
